0,./test/images/flickr30k_images/1000092795.jpg,a man standing on a sidewalk holding a skateboard.,0.0002849708687460802
1,./test/images/flickr30k_images/10002456.jpg,a black and white photo of a plane.,6.769556979979141e-05
2,./test/images/flickr30k_images/1000268201.jpg,a fire hydrant sitting in front of a window.,0.0001704325843596484
3,./test/images/flickr30k_images/1000344755.jpg,a man riding a skateboard on the side of a building.,0.0017996070286111852
4,./test/images/flickr30k_images/1000366164.jpg,a man standing in a kitchen preparing food.,0.0012263426180526777
5,./test/images/flickr30k_images/1000523639.jpg,a man and a woman are sitting at a table.,0.00017546953193357397
6,./test/images/flickr30k_images/1000919630.jpg,a woman holding a stuffed animal in a room.,0.0001444151708939963
7,./test/images/flickr30k_images/10010052.jpg,a young boy riding a skateboard down a street.,0.0016136118242067233
8,./test/images/flickr30k_images/1001465944.jpg,a couple of men standing next to each other.,0.006072274140149228
9,./test/images/flickr30k_images/1001545525.jpg,a man is doing a trick on a skateboard.,0.004426269115106388
10,./test/images/flickr30k_images/1001573224.jpg,a man is standing on a skate board.,0.00015738436830473374
11,./test/images/flickr30k_images/1001633352.jpg,a group of people playing a game of tennis.,0.0010376127453475218
12,./test/images/flickr30k_images/1001773457.jpg,a dog that is standing on a leash.,0.0006173830912126919
13,./test/images/flickr30k_images/1001896054.jpg,a man sitting on a motorcycle in front of a truck.,8.822783139983387e-05
14,./test/images/flickr30k_images/100197432.jpg,a woman is talking on a cell phone.,0.0015434396714567227
15,./test/images/flickr30k_images/100207720.jpg,a woman standing in front of a mirror holding a wii controller.,2.1256626292004136e-05
16,./test/images/flickr30k_images/1002674143.jpg,a little girl standing in the grass with a kite.,0.00018508151526226693
17,./test/images/flickr30k_images/1003163366.jpg,a person sitting on a bench with a dog.,0.0013504428426842565
18,./test/images/flickr30k_images/1003420127.jpg,a group of people sitting around a table.,0.006466012253297641
19,./test/images/flickr30k_images/1003428081.jpg,a couple of people sitting on a table.,0.00010309763388867603
20,./test/images/flickr30k_images/100444898.jpg,a person on a skateboard in the air.,0.00012051453433932052
21,./test/images/flickr30k_images/1005216151.jpg,a group of people standing around a street.,0.0007643021441224227
22,./test/images/flickr30k_images/100577935.jpg,a man is holding a cell phone in his hand.,0.0001889526677909023
23,./test/images/flickr30k_images/1006452823.jpg,a couple of kids that are sitting on a bench.,0.00020201332330433482
24,./test/images/flickr30k_images/100652400.jpg,a person riding a snowboard down a snow covered slope.,0.002979066829240777
25,./test/images/flickr30k_images/1007129816.jpg,a man wearing a hat and a hat.,0.0038310603362907737
26,./test/images/flickr30k_images/100716317.jpg,a man is holding a cell phone in his hand.,8.814706418664012e-05
27,./test/images/flickr30k_images/1007205537.jpg,a group of people standing around a building.,8.763108137113828e-05
28,./test/images/flickr30k_images/1007320043.jpg,a little girl holding a pair of scissors.,0.00016688335089001246
29,./test/images/flickr30k_images/100759042.jpg,a woman sitting in front of a laptop computer.,0.00029409324358639725
30,./test/images/flickr30k_images/10082347.jpg,a man holding a tennis racket in his hand.,0.001006930346225714
31,./test/images/flickr30k_images/10082348.jpg,a man standing in a bathroom with a toilet.,0.0021736079158753726
32,./test/images/flickr30k_images/100845130.jpg,a group of people standing on top of a beach.,0.008036141271506708
33,./test/images/flickr30k_images/10090841.jpg,a man sitting at a table with a laptop.,0.0009469191194137773
34,./test/images/flickr30k_images/1009434119.jpg,a dog running in the grass with a frisbee.,0.0005028495811708905
35,./test/images/flickr30k_images/1009692167.jpg,a man is standing next to a red truck.,0.00029924056505290533
36,./test/images/flickr30k_images/101001624.jpg,a man riding a bike down a snow covered slope.,0.0035648851260058
37,./test/images/flickr30k_images/1010031975.jpg,a group of people standing next to each other.,0.007039453033042966
38,./test/images/flickr30k_images/1010087179.jpg,a man standing next to a man in a kitchen.,0.00015256806873454172
39,./test/images/flickr30k_images/1010087623.jpg,a couple of people sitting at a table.,0.001067389845255403
40,./test/images/flickr30k_images/10101477.jpg,a man on a surfboard in the water.,0.0004034317109504359
41,./test/images/flickr30k_images/1010470346.jpg,a man standing next to a white truck.,0.0002938359690339126
42,./test/images/flickr30k_images/1010673430.jpg,a little girl sitting on a grass covered field.,9.003715759412297e-06
43,./test/images/flickr30k_images/101093029.jpg,a group of people walking down a street.,0.0019412990368183787
44,./test/images/flickr30k_images/101093045.jpg,a man is standing next to a bus.,0.00010240288701241629
45,./test/images/flickr30k_images/1011572216.jpg,a man in a suit and tie standing next to a building.,0.00019075561271346964
46,./test/images/flickr30k_images/1012150929.jpg,a young boy is holding a small child.,4.311511188771592e-06
47,./test/images/flickr30k_images/1012212859.jpg,a brown and white dog laying on top of a beach.,0.0007080079171464532
48,./test/images/flickr30k_images/1012328893.jpg,a group of people sitting on a bench.,0.001038365144905255
49,./test/images/flickr30k_images/101262930.jpg,a couple of people standing next to each other.,0.00203454610379424
50,./test/images/flickr30k_images/1013536888.jpg,a group of people sitting around a table.,0.001132408917815574
51,./test/images/flickr30k_images/101362133.jpg,a man is playing a game of frisbee.,0.001714707324916522
52,./test/images/flickr30k_images/101362650.jpg,a group of people that are on the ground.,0.00026796459760568053
53,./test/images/flickr30k_images/1014609273.jpg,a man in a red shirt is holding an umbrella.,3.94555337795751e-06
54,./test/images/flickr30k_images/101471792.jpg,a group of people standing next to each other.,0.0003352588699008787
55,./test/images/flickr30k_images/1014785440.jpg,a couple of people standing next to each other.,0.0005682782532911931
56,./test/images/flickr30k_images/1015118661.jpg,a young boy holding a baseball bat on a field.,0.00016013628685474405
57,./test/images/flickr30k_images/1015584366.jpg,a black bear is sitting on a tree branch.,0.00022636446782135176
